"codigo","descripcion","um"
"LA6002155","BISAGRA PORTON PESADA NRO.5REF","PAR"
"LA6002156","BISAGRA PORTON PESADO No5 L.","PAR"
"LA6002157","BISAGRA PORTON PESADO No 6 L.","PAR"
"LA6002158","BISAGRA PORTON PESADO No.6 REF","PAR"
"LA6002159","BISAGRA PORTON PESADO No.7 L.","PAR"
"LA6002160","BISAGRA PORTON PESADO No.7 REF","PAR"
"LA6002170","BISAGRA C/VARILLA 5/8""","PAR"
"LA6002180","MANIJA CORREDIZA P/BRETE SENC.-NACIONAL","PAR"
"LA6002190","MANIJA CORREDIZA P/BRETE REF.-NACIONAL","PAR"
"LA6002401","BISAGRA SENCILLA DORADA 1""","DP"
"LAH2542","SOPORTE P/VIDRIO 25X42","UN"
"LAHK08/CP","MATERIAL BLOQUEADO","UN"
"LAHN5075-6#/CP","NUMERO PARA CASA 3""-#6 CP","UN"
"LA6002403","BISAGRA SENCILLA DORADA 1.1/2""","DP"
"LA6002405","BISAGRA SENCILLA DORADA 2""","DP"
"LA6002407","BISAGRA SENCILLA DORADA 2.1/2""","DP"
"LA6002409","BISAGRA SENCILLA DORADA 3""","DP"
"LA60030093","CONO BALIZADOR REFLECT.110CM.BR.","UN"
"LA6004000","BISAGRA PIANO","UN"
"LA6005000","GOLPETES LYRA - ALEMAN","UN"
"LA6005433","GOLPETES A RODILLO CHINO GP03","UN"
"LA6005460","BISAGRA GOLPETE 35MM/CODO 0","UN"
"LA6005464","BISAGRA GOLPETE 35MM/CODO 10","UN"
"LA6005470","BISAGRA GOLPETE 26MM/CODO 0","UN"
"LA6005472","BISAGRA GOLPETE 26MM/CODO 10","UN"
"LA6037403","CERRADURA VIDRIO 140MM CROMADO","UN"
"LAHN5100-3#/PB","NUMERO PARA CASA 4""-#3 PB","UN"
"LAJP019","TIRADOR CONICO","UN"
"LA6006400","BISAGRA VAI VEN DIAMOND 3""","PAR"
"LA6006405","BISAGRA VAI VEN DIAMOND 4""","PAR"
"LA6006410","BISAGRA VAI VEN DIAMOND 5""","PAR"
"LA6007106","BISAGRA DORADA FANAL No 2","PAR"
"LA6007108","BISAGRA DORADA FANAL No 2.1/2","PAR"
"LA6010100","CADENA T/BRASIL 1/8-3,2MM/25KG","KG"
"LA6010102","CADENA T/BRASIL 5/32- 4mm/25KG","KG"
"LA6010104","CADENA T/BRASIL 3/16-4,8mm/25KG","KG"
"LA6010106","CADENA T/BRASIL 1/4-6,4mm/25KG","KG"
"LA6010108","CADENA T/BRASIL 5/16-8mm/25KG","KG"
"LA6010110","CADENA T/BRASIL 3/8-9,5mm/25KG","KG"
"LA6010112","CADENA T/BRASIL 7/16-11mm/25KG","KG"
"LASH300/NP","BISAGRA TIPO TIJERA 300MM","PAR"
"LA6890671","MATERIAL BLOQUEADO","UN"
"LA6010114","CADENA T/BRASIL 1/2-12,5mm/25KG","KG"
"LA6010116","CADENA T/BRASIL 5/8-15,5mm/25KG","KG"
"LA6010118","CADENA T/BRASIL 3/4-19mm/25KG","KG"
"LA6010400","CADENA CHINA 1/8-3,2MM/25KG","KG"
"LA6010404","CADENA CHINA 3/16-4,8MM/25KG","KG"
"LA6010406","CADENA CHINA 1/4-6,4MM/25KG","KG"
"LA6010408","CADENA CHINA 5/16-8,0MM/25KG","KG"
"LA6010410","CADENA CHINA 3/8-9,5MM/25KG","KG"
"LA6010414","CADENA CHINA 1/2-12,5mm/25KG","KG"
"LA6010416","CADENA CHINA 5/8-15,5MM/25KG","KG"
"LA6012405","CADENAS P/PERROS CHINO 16","UN"
"LA6012410","CADENAS P/PERROS CHINO 20","UN"
"LA61104112","MAZO C/CABO CHINO 12 LBS","UN"
"LA7003202FLEJE","FLEJADO ""U"" 100x40x2MM","KG"
"LA6012415","CADENAS P/PERROS CHINO 22","UN"
"LA6012420","CADENAS P/PERROS CHINO 25","UN"
"LA6012425","CADENAS P/PERROS CHINO 30","UN"
"LA6012430","CADENAS P/PERROS CHINO 35","UN"
"LA6012435","CADENAS P/PERROS CHINO 40","UN"
"LA6012440","CADENAS P/PERROS CHINO 45","UN"
"LA6014105","CADENA VICTOR No5 1,6mmx20Mts.","M"
"LA6014106","CADENA VICTOR No6 1,4mmx20Mts.","M"
"LA6014107","CADENA VICTOR No7 1,2mmx20Mts.","M"
"LA6020","ESCOBA ROMA MULTICOLOR13CM C/M","UN"
"LA602002","ESCOBA FAM.GRAD.PLANA 202/22D","UN"
"LA7005601FLEJE","FLEJADO ""U"" 75X38X1,60MM","KG"
"LA6910503","MATERIAL BLOQUEADO","UN"
"LAE75600","LONA P/ ENSILAJE 75 MIC 6X100 NG/BL","UN"
"LA6023468","CAND.HIERRO BRON.TITANIUM 63MM","UN"
"LA6023489","CANDADOS DE BRONCE CH. 20 mm","UN"
"LA6023490","CANDADOS DE BRONCE CH. 25 mm","UN"
"LA6023491","CANDADOS DE BRONCE CH. 30 mm","UN"
"LA6023492","CANDADOS DE BRONCE CH. 35 mm","UN"
"LA6023493","CANDADOS DE BRONCE CH. 40 mm","UN"
"LA6023494","CANDADOS DE BRONCE CH. 45 mm","UN"
"LA6023496","CANDADOS DE BRONCE CH. 50 mm","UN"
"LA6023498","CANDADOS DE BRONCE CH. 60 mm","UN"
"LA6027430","CANDADO NEGRO ""GLOBE"" 30 mm","UN"
"LA6027440","CANDADO NEGRO ""GLOBE"" 40 mm","UN"
"LA1800120001","MATERIAL BLOQUEADO","UN"
"LATERCISE01MKT","TERMO INOX 1,3 CISER","UN"
"LAMOCROMA01MKT","MOCHILA AZUL C/ GRIS ROMA","UN"
"LA6027450","CANDADO NEGRO ""GLOBE"" 50 mm","UN"
"LA6027460","CANDADO NEGRO ""GLOBE"" 60 mm","UN"
"LA6027475","CANDADO NEGRO ""GLOBE"" 75 mm","UN"
"LA603002","ESCOBA FAMA.FIJO ALAM.203/22D","UN"
"LA6032450","CERRADURA P/CAJON OPTIMA 39x53MM","DOC"
"LA6032460","CERRADURA P/CAJON LION 39x53MM","DOC"
"LA6033400","CERRADURA CHINO RANCHO 791","UN"
"LA6034400","CERRADURA CHINO P/METAL 640","UN"
"LA6040210","CINTA MET. FIBRA VIDRIO 10 M-CHINO","UN"
"LA6040215","CINTA MET. FIBRA VIDRIO 15 M-CHINO","UN"
"LA6040220","CINTA MET. FIBRA VIDRIO 20 M-CHINO","UN"
"LA6040230","CINTA MET. FIBRA VIDRIO 30 M-CHINO","UN"
"LAVARIOS-OTRO10","ARTICULOS CON IMPUESTO 10%","UN"
"LA7000795","CABLE MULTIFILAR 1MM-ROJO 100M","ROL"
"LAWTHT4600/35","TENIS NG/AM WORKSAFE NRO.35","PAR"
"LA6040250","CINTA MET. FIBRA VIDRIO 50 M-CHINO","UN"
"LA6047207","CINTA METRICA AZUL 7,5mx25mm-OPTIMA","UN"
"LA6047804","CONTADOR MANUAL CON 4 CIFRAS CHINO","UN"
"LA6048202","CINTA METRICA AZUL 2mx13mm","UN"
"LA6048203","CINTA METRICA AZUL 3mx12,5mm-OPTIMA","UN"
"LA6048205","CINTA METRICA AZUL 5mx19mm-OPTIMA","UN"
"LA6049402","CINTA MET. C/GOMA 2M/6FTX13MM","UN"
"LA6050108","CUCHILLAS P/MOLINO CHINO 8","UN"
"LA6050110","CUCHILLAS P/MOLINO CHINO 10","UN"
"LA6050112","CUCHILLAS P/MOLINO CHINO 12","UN"
"LA6050122","CUCHILLAS P/MOLINO CHINO 22","UN"
"LA6050132","CUCHILLAS P/MOLINO CHINO 32","UN"
"LA0926121","ANZUELO MUSTAD 2330-3-DT","UN"
"LA0926131","ANZUELO MUSTAD 2330-13-DT","UN"
"LA60515002","PINCEL AZUL TIGRE 515-1/2""","UN"
"LA60515008","PINCEL AZUL TIGRE 515-2""","UN"
"LA60515010","PINCEL AZUL TIGRE 515-2 1/2""","UN"
"LA60515012","PINCEL AZUL TIGRE 515-3""","UN"
"LA60518002","PINCEL MARRON TIGRE 518-1/2""","UN"
"LA60518003","PINCEL MARRON TIGRE 518-3/4""","UN"
"LA60518004","PINCEL MARRON TIGRE 518-1""","UN"
"LA60518006","PINCEL MARRON TIGRE 518-1 1/2""","UN"
"LA60518008","PINCEL MARRON TIGRE 518-2""","UN"
"LA60518010","PINCEL MARRON TIGRE 518-2 1/2""","UN"
"LA60518012","PINCEL MARRON TIGRE 518-3""","UN"
"LA60518016","PINCEL MARRON TIGRE 518-4""","UN"
"LA6100424","LLAVE AJUSTABLE CHINA 24""","UN"
"LA0926140","ANZUELO MUSTAD - 92611/7","UN"
"LA0926148","ANZUELO MUSTAD - 92611-NI-1/0","UN"
"LA6059407","CUTTER 18MM CHINA","UN"
"LA6063301","BALIN AIRE (ARG) 100PC 4,5 SAVAGE","CJ"
"LA6063305","BALIN AIRE (ARG) 200PC 4,5 SAVAGE","CJ"
"LA6063307","BALIN AIRE (ARG) 500PC 4,5 SAVAGE","CJ"
"LA6063311","BALIN AIRE (ARG) 100PC 5,5 SAVAGE","CJ"
"LA6063312","BALIN AIRE (ARG) 200PC 5,5 SAVAGE","CJ"
"LA6063313","BALIN AIRE (ARG) 250PC 5,5 SAVAGE","CJ"
"LA6063341","BALIN.AIRE(ARG) 100PC 5,5 MAGNUM","CJ"
"LA6063343","BALIN.AIRE(ARG) 300PC 5,5 MAGNUM","CJ"
"LA6063355","BALIN.AIRE(ARG) 250PC 4,5 POINTED","CJ"
"LA6063356","BALIN.AIRE(ARG) 250PC 5,5 POINTED","CJ"
"LA6063357","BALIN.AIRE(ARG)250PC 4,5 CHAMPION","CJ"
"LAF31-21/2","ABRAZADERA 2 1/2""","UN"
"LA62592","SISTEMA DE NIVELACION 1MM(50un)CORTAG","PAQ"
"LA600103","MATERIAL BLOQUEADO","UN"
"LA6063358","BALIN.AIRE(ARG) 250PC 5,5 CHAMPION","CJ"
"LA6068400","RIFLE AIRE COMPRIMIDO 4,5MM","UN"
"LA6068401","RIFLE AIRE COMP. REFORZ. 4,5MM","UN"
"LA6068404","PISTOLA AIRE COMP.BEEMAN 4,5MM","UN"
"LA6068405","RIFLE AIRE COMPRIMIDO 5,5MM","UN"
"LA6068410","RIFLE AIRE COMP. REFORZ. 5,5MM","UN"
"LA6068412","RIFLE AIRE COMPRIM.QB12 5,5MM","UN"
"LA6068414","RIFLE AIRE COMP.C/MIRA QB22 5,5","UN"
"LA6068415","RIFLE AIRE COMPET.QB58 5,5MM","UN"
"LA6068425","RIFLE AIRE TSS B5 5,5AK C.MADERA","UN"
"LA6068430","RIFLE AIRE TSS B6 5,5 C/POLIMERO","UN"
"LA6068450","RIFLE AIRE COMPRIM. AR1000 5,5","UN"
"LA600111","MATERIAL BLOQUEADO","UN"
"LALEDTA15W-3000K","MATERIAL BLOQUEADO","UN"
"LA62116MLFA","CHAPA LISA GAL.1,6X1,2 #16(METRO)","M"
"LA6068452","RIFLE AIRE COMPRIM. AR2000 5,5","UN"
"LA6068454","RIFLE AIRE COMPRIM.AR3000 5,5","UN"
"LA6069400","MIRA TELESCOPICA PARA RIFLE","UN"
"LA6069477","RESORTE P/RIFLE AIRE COMUN B2","UN"
"LA60701","CEPILLO PARA LAVAR BASE PLAST. ROMA","UN"
"LA60702","CEPILLO PARA LAVAR BASE MADERA","UN"
"LA60728002","PINCEL AZUL TIGRE 728-1/2""","UN"
"LA60728003","PINCEL AZUL TIGRE 728-3/4""","UN"
"LA60728004","PINCEL AZUL TIGRE 728-1""","UN"
"LA60728006","PINCEL AZUL TIGRE 728-11/2""","UN"
"LA60728008","PINCEL AZUL TIGRE 728-2""","UN"
"LA60728010","PINCEL AZUL TIGRE 728-2 1/2""","UN"
"LA6370206FA","CHAPA TRAP.PP AZU 0,40x1,10x4,88","UN"
"LA6380203FA","CHAPA TRAP.PP VER 0,40x1,10x3,05","UN"
"LA60728012","PINCEL AZUL TIGRE 728-3""","UN"
"LA60728016","PINCEL AZUL TIGRE 728-4""","UN"
"LA6077104","DEST.CZ.CTO.FAMASTIL 3/16X11/2","UN"
"LA6078401","PUNTA P/TORNILLO ROBERTSON No1","UN"
"LA6078402","PUNTA P/TORNILLO ROBERTSON No2","UN"
"LA6078422","PUNTA PHILLIPS POZIDRIVE No2-CHINO","UN"
"LA6078423","PUNTA PHILLIPS POZIDRIVE No3-CHINO","UN"
"LA6078430","MATERIAL BLOQUEADO","UN"
"LA6078434","MATERIAL BLOQUEADO","UN"
"LA6079040","DESTORN. BUSCAPOLO CORNETA 140","UN"
"LA6079090","DESTORN. BUSCAPOLO CORNETA 190","UN"
"LA6080403","MATERIAL BLOQUEADO","UN"
"LA6080405","MATERIAL BLOQUEADO","UN"
"LA6390202FA","CHAPA TRAP.PP CER 0,40x1,10x2,44","UN"
"LA64902MLFA","CHAPA T/TEJA CER 0,40x1,10(METRO)","M"
"LA3003142FA","CHAPA LISA ALUM 0,80MM(2X1)","UN"
"LA60815018","PINCEL P/LETRA TIGRE 815-18","UN"
"LA60815020","PINCEL P/LETRA TIGRE 815-20","UN"
"LA60815022","PINCEL P/LETRA TIGRE 815-22","UN"
"LA60815024","PINCEL P/LETRA TIGRE 815-24","UN"
"LA6097900","LIMA TRIANGULAR CORNETA C/M 6""","UN"
"LA610","REMACHE POP 6,2X10-1/4X3/8""","UN"
"LA6100001","CUTTER AUTOMAT.PLAST.+3HOJAS","UN"
"LA6100100","CLAVO P/CHAPA LISO/15PAQ.x30PCS.","PAQ"
"LA6100406","LLAVE AJUSTABLE CHINA 6""","UN"
"LA6100408","LLAVE AJUSTABLE CHINA 8""","UN"
"LA6100410","LLAVE AJUSTABLE CHINA 10""","UN"
"LA6100412","LLAVE AJUSTABLE CHINA 12""","UN"
"LA3003241FA","CHAPA LISA ALUM 2,0mm(1,2X2,4)","UN"
"LA3040106FA","CHAPA LISA INOX 304-2B 2,5MM(1X2)","UN"
"LA6200425FA","CHAPA LISA AZ .0,25MM(1X2)","UN"
"LA6100415","LLAVE AJUSTABLE CHINA 15""","UN"
"LA6100418","LLAVE AJUSTABLE CHINA 18""","UN"
"LA6100906","LLAVE FRANCESA TAPARIA 6""","UN"
"LA6100908","LLAVE FRANCESA TAPARIA 8""","UN"
"LA6100910","LLAVE FRANCESA TAPARIA 10""","UN"
"LA6100912","LLAVE FRANCESA TAPARIA 12""","UN"
"LA6100915","LLAVE FRANCESA TAPARIA 15""","UN"
"LA6100918","LLAVE FRANCESA TAPARIA 18""","UN"
"LA6100924","LLAVE FRANCESA TAPARIA 24""","UN"
"LA6101100","CONEC.ACOPLE RAP.""SCHW""ER767(H)1/4","UN"
"LA6101101","PICO CALIBRADOR ""SCHW"" 176(150PSI)","UN"
"LA6101102","BOQUILLA ENGRASADOR ""SCHW"" 182","UN"
"LA6101103","SOPLADOR ""SCHW"" BS02 (H)1/4","UN"
"LA6101104","PICO INFLADOR""SCHW"" 825(H)1/4","UN"
"LA80003040","CABLE PREENSAMBLADO 4X16MM-100M","ROL"
"LA70275","MATERIAL BLOQUEADO","UN"
"LA132956","CINTA ASF VEDATODO 30 X 10","UN"
"LA6101105","PICO PRESILLA ""SCHW"" 263","UN"
"LA6101106","SOPLADOR ""SCHW"" BS04 (H)1/4","UN"
"LA6101107","PICO INFLADOR""SCHW"" 1295(H)1/4","UN"
"LA6101108","PICO PRESILLA ""SCHW"" SM5/16","UN"
"LA6101109","PULVERIZADOR ""SCHW"" PL02","UN"
"LA6101111","PULVERIZADOR LARGO ""SCHW"" PL04","UN"
"LA6101112","CONECTOR ""SCHW"" AD767 (M)1/4","UN"
"LA6101113","CONECTOR ""SCHW"" AD767 (H)1/4","UN"
"LA6101114","CONECTOR MANG.""SCHW""657(M)1/4","UN"
"LA6101115","SACADOR DE VALVULA ""SCHW"" TR04","UN"
"LA610120","MARTILLO DE UNA ECO.20MM.FAMAS","UN"
"LA610123","MARTILLO DE UNA ECO.23MM.FAMAS","UN"
"LA6111.002","PISTOLA CALAFATEADORA FAMASTIL","UN"
"LA610125","MARTILLO DE UNA ECO.25MM.FAMAS","UN"
"LA610127","MARTILLO DE UNA ECO.27MM.FAMAS","UN"
"LA610129","MARTILLO DE UNA ECO.29MM.FAMAS","UN"
"LA6101710","LLAVE P/CANO TAPARIA 10""-275mm","UN"
"LA6101714","LLAVE P/CANO TAPARIA 14""-350mm","UN"
"LA6101914","LLAVES P/CANO INDIA 14","UN"
"LA6102937","LLAVES COMB. INDIA 29","UN"
"LA6106401","PINZA PICO LORO P/CANO 1""-CHINO","UN"
"LA6106403","PINZA PICO LORO P/CANO 1-1/2""-CHINO","UN"
"LA6106405","PINZA PICO LORO P/CANO 2""-CHINO","UN"
"LA6106406","PINZA PICO LORO P/CANO 3""-CHINO","UN"
"LA6106407","PINZA PICO LORO P/CANO 4""-CHINO","UN"
"LA6106800","MANIJA CON CRIQUE 1/2""-CHINO","UN"
"LA6107805","LLAVE PARA FILTRO DE ACEITE-CHINO","UN"
"LA6107850","LLAVE TORX JGO. T9-T40 DE 8PCS","JGO"
"LA6109004","LLAVE ALLEN ALEMAN 1,5mm","UN"
"LA6109006","LLAVE ALLEN ALEMAN 2,0mm","UN"
"LA6109008","LLAVE ALLEN ALEMAN 2,5mm","UN"
"LA6109010","LLAVE ALLEN ALEMAN 3,0mm","UN"
"LA6109012","LLAVE ALLEN ALEMAN 3,5mm","UN"
"LA6109014","LLAVE ALLEN ALEMAN 4,0mm","UN"
"LA6109016","LLAVE ALLEN ALEMAN 4,5mm","UN"
"LA6109018","LLAVE ALLEN ALEMAN 5,0mm","UN"
"LA6109020","LLAVE ALLEN ALEMAN 5,5mm","UN"
"LA6109022","LLAVE ALLEN ALEMAN 6,0mm","UN"
"LA6109026","LLAVE ALLEN ALEMAN 7,0mm","UN"
"LA6109030","LLAVE ALLEN ALEMAN 8,0mm","UN"
"LA6109034","LLAVE ALLEN ALEMAN 9,0mm","UN"
"LA6109038","LLAVE ALLEN ALEMAN 10mm","UN"
"LA6109039","LLAVE ALLEN ALEMAN 11mm","UN"
"LA6109044","LLAVE ALLEN ALEMAN 12mm","UN"
"LA6109046","LLAVE ALLEN ALEMAN 13mm","UN"
"LA6109048","LLAVE ALLEN ALEMAN 14mm","UN"
"LA6109050","LLAVE ALLEN ALEMAN 15mm","UN"
"LA6109052","LLAVE ALLEN ALEMAN 16mm","UN"
"LA6109054","LLAVE ALLEN ALEMAN 17mm","UN"
"LA6109056","LLAVE ALLEN ALEMAN 18mm","UN"
"LA6109058","LLAVE ALLEN ALEMAN 19mm","UN"
"LA6109060","LLAVE ALLEN ALEMAN 20mm","UN"
"LA6109408","LLAVE PIPA TIPO ""L"" 8mm-CHINO","UN"
"LA6109409","LLAVE PIPA TIPO ""L"" 9mm-CHINO","UN"
"LA6109410","LLAVE PIPA TIPO ""L"" 10mm-CHINO","UN"
"LA6109411","LLAVE PIPA TIPO ""L"" 11mm-CHINO","UN"
"LA6109412","LLAVE PIPA TIPO ""L"" 12mm-CHINO","UN"
"LA6109413","LLAVE PIPA TIPO ""L"" 13mm-CHINO","UN"
"LA6109414","LLAVE PIPA TIPO ""L"" 14mm-CHINO","UN"
"LA6109415","LLAVE PIPA TIPO ""L"" 15mm-CHINO","UN"
"LA6109416","LLAVE PIPA TIPO ""L"" 16mm-CHINO","UN"
"LA6109417","LLAVE PIPA TIPO ""L"" 17mm-CHINO","UN"
"LA6109418","LLAVE PIPA TIPO ""L"" 18mm-CHINO","UN"
"LA6109419","LLAVE PIPA TIPO ""L"" 19mm-CHINO","UN"
"LA6109420","LLAVE PIPA TIPO ""L"" 20mm-CHINO","UN"
"LA6109421","LLAVE PIPA TIPO ""L"" 21mm-CHINO","UN"
"LA6109422","LLAVE PIPA TIPO ""L"" 22mm-CHINO","UN"
"LA6109458","LLAVE PIPA LARGO(254X75MM) 8MM-CHINO","UN"
"LA6109459","LLAVE PIPA LARGO(254X75MM) 9MM-CHINO","UN"
"LA6109460","LLAVE PIPA LARGO(254X75MM)10MM-CHINO","UN"
"LA6109461","LLAVE PIPA LARGO(254X75MM)11MM-CHINO","UN"
"LA6109462","LLAVE PIPA LARGO(254X75MM)12MM-CHINO","UN"
"LA6109463","LLAVE PIPA LARGO(254X75MM) 13MM-CHINO","UN"
"LA6109464","LLAVE PIPA LARGO(254X75MM)14MM-CHINO","UN"
"LA6109465","LLAVE PIPA LARGO(254X75MM)15MM-CHINO","UN"
"LA6109466","LLAVE PIPA LARGO(254X75MM)16MM-CHINO","UN"
"LA6109467","LLAVE PIPA LARGO(254X75MM)17MM-CHINO","UN"
"LA6109468","LLAVE PIPA LARGO(254X75MM)18MM-CHINO","UN"
"LA6110406","MAZO S/CABO CHINO 6 LBS","UN"
"LA6110408","MAZO S/CABO CHINO 8 LBS.","UN"
"LA6110410","MAZO S/CABO CHINO 10 LBS.","UN"
"LA6110412","MAZO S/CABO CHINO 12 LBS.","UN"
"LA6110414","MAZO S/CABO CHINO 14 LBS.","UN"
"LA6110416","MAZO S/CABO CHINO 16 LBS.","UN"
"LA6110418","MAZO S/CABO CHINO 18 LBS.","UN"
"LA6110420","MAZO S/CABO CHINO 20 LBS.","UN"
"LA6111408","MAZO C/CABO CHINO 800 GR.","UN"
"LA6111410","MAZO C/CABO CHINO 1000 GR.","UN"
"LA6111415","MAZO C/CABO CHINO 1500 GR","UN"
"LA6111420","MAZO C/CABO CHINO 2000 GR","UN"
"LA6112400","MARTILLO PENA CHINO 100 GR.","UN"
"LA6112402","MARTILLO PENA CHINO 200 GR.","UN"
"LA6112404","MARTILLO PENA CHINO 300 GR.","UN"
"LA6112405","MARTILLO PENA CHINO 400 GR.","UN"
"LA6112406","MARTILLO PENA CHINO 500 GR.","UN"
"LA6112408","MARTILLO PENA CHINO 600 GR.","UN"
"LA6112410","MARTILLO PENA CHINO 800 GR.","UN"
"LA6112412","MARTILLO PENA CHINO 1000 GR.","UN"
"LA6112414","MARTILLO PENA CHINO 1500 GR.","UN"
"LA6114400","MARTILLO PIE CABRA DIAM. 21","UN"
"LA6114402","MARTILLO PIE CABRA DIAM. 23","UN"
"LA6114404","MARTILLO PIE CABRA DIAM. 25","UN"
"LA6114408","MARTILLO PIE CABRA DIAM. 29","UN"
"LA6115403","MART. BOLA CH. 1/4LBS. 160GR","UN"
"LA6115406","MART. BOLA CH. 1/2LBS. 280GR","UN"
"LA6115408","MART. BOLA CH. 3/4LBS. 435GR","UN"
"LA61198002","BROCHA TIGRE 1198 - 2","UN"
"LA6121137","MECHA MADERA CHIES(102)7/16x12","UN"
"LA6115410","MART. BOLA CH. 1LBS. 540GR","UN"
"LA6115412","MART. BOLA CH. 1 1/2LBS. 760GR","UN"
"LA6115414","MART. BOLA CH. 2LBS. 1100GR","UN"
"LA6115416","MART. BOLA CH. 2 1/2LBS.1170GR","UN"
"LA6115418","MART. BOLA CH. 3LBS. 1450GR","UN"
"LA6119401","MAZO GOMA CHINO 1 24OZ","UN"
"LA6119402","MAZO GOMA CHINO 2 32OZ","UN"
"LA61197002","BROCHA TIGRE 1197 - 2","UN"
"LA61197003","BROCHA TIGRE 1197 - 3","UN"
"LA612","REMACHE POP 6,2X12-1/4X1/2""","UN"
"LA6121124","MECHA MADERA CHIES (102)1/4x8""","UN"
"LA6121125","MECHA MADERA CHIES(102)5/16x8""","UN"
"LA6121126","MECHA MADERA CHIES (102)3/8x8""","UN"
"LA6121129","MECHA MADERA CHIES(102)9/16x8""","UN"
"LA6121130","MECHA MADERA CHIES (102)5/8x8""","UN"
"LA6121135","MECHA MADERA CHIES(102)5/16x12","UN"
"LA6121136","MECHA MADERA CHIES(102)3/8x12""","UN"
"LA6121138","MECHA MADERA CHIES(102)1/2x12""","UN"
"LA6121139","MECHA MADERA CHIES(102)9/16x12","UN"
"LA6121140","MECHA MADERA CHIES(102)5/8x12""","UN"
"LA6121150","MECHA PLANA CHIES (172) 1/4x6""","UN"
"LA6121151","MECHA PLANA CHIES (172)5/16x6""","UN"
"LA6121152","MECHA PLANA CHIES (172) 3/8x6""","UN"
"LA6121153","MECHA PLANA CHIES (172)7/16x6""","UN"
"LA6121154","MECHA PLANA CHIES (172) 1/2x6""","UN"
"LA6121155","MECHA PLANA CHIES (172)9/16x6""","UN"
"LA6121156","MECHA PLANA CHIES (172) 5/8x6""","UN"
"LA6121157","MECHA PLANA CHIES(172)11/16x6""","UN"
"LA6121158","MECHA PLANA CHIES (172) 3/4x6""","UN"
"LA6121159","MECHA PLANA CHIES (172) 7/8x6""","UN"
"LA6121160","MECHA PLANA CHIES (172) 1x6""","UN"
"LA6121161","MECHA PLANA CHIES(172)1.1/4x6""","UN"
"LA6122132","MECHA GUSANILLO CHIES(120)2 mm","UN"
"LA6122144","MECHA GUSANILLO CHIES(120)4 mm","UN"
"LA6122155","MECHA GUSANILLO CHIES(120)5 mm","UN"
"LA6122160","MEC.MULTIUSO CHIES(178)5/16x12","UN"
"LA6122162","MEC.MULTIUSO CHIES(178)3/8x12""","UN"
"LA6122164","MEC.MULTIUSO CHIES(178)7/16x12","UN"
"LA6122166","MEC.MULTIUSO CHIES(178)1/2x12""","UN"
"LA6122168","MEC.MULTIUSO CHIES(178)9/16x12","UN"
"LA6122170","MEC.MULTIUSO CHIES(178)5/8x12""","UN"
"LA6123102","MECHA GUSAN.C/C CHIES(125)2MM","UN"
"LA6123103","MECHA GUSAN.C/C CHIES(125)3MM","UN"
"LA6123105","MECHA GUSAN.C/C CHIES(125)5MM","UN"
"LA6124408","MECHA CONCRETO LARGA CHINA 8","UN"
"LA6124410","MECHA CONCRETO LARGA CHINO 10","UN"
"LA6124412","MECHA CONCRETO LARGA CHINO 12","UN"
"LA6124414","MECHA CONCRETO LARGA CHINO 14","UN"
"LA6124416","MECHA CONCRETO LARGA CHINO 16","UN"
"LA6125412","MECHA P/CONCRETO CHINO 4 mm","UN"
"LA6125414","MECHA P/CONCRETO CHINO 5 MM","UN"
"LA6125416","MECHA P/CONCRETO CHINO 6 MM","UN"
"LA6125417","MECHA P/CONCRETO CHINO 6,5MM","UN"
"LA6125418","MECHA P/CONCRETO CHINO 7 MM","UN"
"LA6125424","MECHA P/CONCRETO CHINO 8 MM","UN"
"LA6125432","MECHA P/CONCRETO CHINA 10mm","UN"
"LA6125440","MECHA P/CONCRETO CHINO 12 MM","UN"
"LA6125442","MECHA P/CONCRETO CHINO 14 MM","UN"
"LA6126000","MECHA TERRAX HSS 1mm","UN"
"LA6126002","MECHA TERRAX HSS 1.5mm","UN"
"LA6126004","MECHA TERRAX HSS 2mm","UN"
"LA6126006","MECHA TERRAX HSS 2.5mm","UN"
"LA6126008","MECHA TERRAX HSS 3mm","UN"
"LA6126010","MECHA TERRAX HSS 3.5mm","UN"
"LA6126012","MECHA TERRAX HSS 4mm","UN"
"LA6126014","MECHA TERRAX HSS 4.5mm","UN"
"LA6126016","MECHA TERRAX HSS 5mm","UN"
"LA6126018","MECHA TERRAX HSS 5.5mm","UN"
"LA6126020","MECHA TERRAX HSS 6mm","UN"
"LA6126022","MECHA TERRAX HSS 6.5mm","UN"
"LA6126024","MECHA TERRAX HSS 7mm","UN"
"LA6126026","MECHA TERRAX HSS 7.5mm","UN"
"LA6126028","MECHA TERRAX HSS 8mm","UN"
"LA6126030","MECHA TERRAX HSS 8.5mm","UN"
"LA6126032","MECHA TERRAX HSS 9mm","UN"
"LA6126034","MECHA TERRAX HSS 9.5mm","UN"
"LA6126036","MECHA TERRAX HSS 10mm","UN"
"LA6126038","MECHA TERRAX HSS 10.5mm","UN"
"LA6126040","MECHA TERRAX HSS 11mm","UN"
"LA6126042","MECHA TERRAX HSS 11.5mm","UN"
"LA6126044","MECHA TERRAX HSS 12mm","UN"
"LA6126046","MECHA TERRAX HSS 12.5mm","UN"
"LA6126048","MECHA TERRAX HSS 13mm","UN"
"LA6126049","MECHA TERRAX HSS 13.5mm","UN"
